tracking_id	control_20min_0	20bicyclomycin_20min_0	100bicyclomycin_20min_0	control_60min_0	20bicyclomycin_60min_0
b0550	0	76.5187	393.577	4.71442	214.071
b0551	31.8754	293.761	1136.36	25.9293	738.754
b0552	0	0	0	0	0
b0553	9741.91	7939.48	5629.22	18480.5	13625.8
b0554	86.3291	446.799	797.014	64.8233	771.494
b0555	345.317	4257.78	3027.83	353.582	5647.27
b0556	382.139	3629.6	1885.97	1391.56	4894.08
b0557	8988.86	21113.9	8164.87	56419.8	19686.1
b0558	5.31256	21.9881	336.06	0	61.283
b0559	92.9699	88.8321	336.882	62.4661	90.6652
b0560	15.9377	56.2896	221.849	20.0363	84.7888
b0561	26.5628	184.7	527.508	25.9293	358.463
b0562	100.939	412.497	1469.13	113.146	563.3
b0563	18.594	43.9763	422.335	5.89303	218.268
b0564	39.8442	216.363	1721.39	45.9656	570.016
b0565	40447.2	27387.5	33800.8	120215	85776
b0566	139.455	365.003	792.084	152.04	391.204
b0567	435.63	509.245	847.135	520.943	504.535
b0568	1443.69	1518.94	1766.58	1896.38	1388.52
b0569	496.725	695.705	1428.87	585.767	690.063
b0570	1510.1	1576.11	989.283	1690.12	1093.86
b0571	1197.98	778.38	428.087	1020.67	444.931
b0572	77.0322	433.606	1392.72	163.826	662.36
b0573	42.5005	155.676	481.495	107.253	197.281
b0574	51.7975	197.014	710.739	90.7526	245.971
b0575	361.254	707.138	2497.04	322.938	689.224
b0576	2373.39	1598.98	1747.68	1855.12	1537.95
b0577	3029.49	2455.63	3411.55	3140.98	2197.79
b0578	19761.4	10933.4	4714.71	11938.1	5913.39
b0579	629.539	678.994	828.237	445.513	893.22
b0580	298.832	256.821	313.054	236.9	223.305
b0581	556.491	1149.54	1221.81	808.523	1766.29
b0582	0	0	0	0	0
b0583	95.6261	201.411	271.149	111.967	205.676
b0584	193.909	249.785	509.431	181.505	353.426
b0585	54.4538	91.4706	293.334	82.5024	211.552
b0586	707.899	831.151	1324.52	665.912	905.813
b0587	21.2503	251.544	801.122	38.894	120.887
b0588	107.579	202.291	317.162	119.039	235.897
b0589	164.689	193.496	221.849	148.504	272.835
b0590	110.236	84.4344	121.606	71.8949	47.0116
b0591	87.6573	109.061	180.766	82.5024	49.5301
b0592	225.784	220.761	306.481	292.294	166.22
b0593	53.1256	70.362	327.844	58.9303	111.653
b0594	136.798	159.194	589.955	189.755	248.49
b0595	70.3915	83.5549	281.009	60.1089	225.824
b0596	284.222	290.243	333.595	293.473	273.675
b0597	63.7508	116.097	208.703	91.9312	77.2333
b0598	717.196	503.968	635.968	863.918	1010.75
b0599	670.711	1588.42	805.23	657.662	1844.37
b0600	447.583	704.5	1170.87	440.798	1077.91
b0601	292.191	715.934	1332.74	269.901	648.088
b0602	122.189	289.364	769.077	106.074	496.14
b0603	66.407	263.858	787.154	70.7163	433.178
b0604	782.275	421.293	471.635	971.171	434.018
b0605	211269	100115	26065.6	122207	49933
b0606	41357	16511.3	6695.74	11177.9	5659.02
b0607	5879.68	3089.77	1386.97	3815.14	1358.3
b0608	391.802	759.91	453.558	386.582	837.814
b0610	2815.66	2390.55	865.212	2920.58	1420.42
b0611	5068.19	3585.83	1489.68	5433.37	2587.32
b0612	176.643	531.233	829.88	159.112	299.699
b0613	91.6417	92.3502	353.315	74.2521	162.022
b0614	21.2503	48.3739	312.232	29.4651	53.7275
b0615	34.5317	43.9763	398.507	50.68	271.996
b0616	35.8598	97.6273	191.448	106.074	157.825
b0617	2.65628	7.0362	52.5865	4.71442	0
b0618	59.7663	167.11	473.278	83.681	277.033
b0619	852.666	644.692	941.627	816.773	1023.34
b0620	775.634	803.007	879.18	677.698	496.98
b0621	358.598	547.944	1377.11	276.972	837.814
b0622	54.4538	212.845	322.092	87.2168	246.811
b0623	67075.1	67368.1	54288.1	47852.5	20977.2
b0624	944.308	1163.61	402.615	1389.58	1089.66
b0627	1188.69	883.043	302.372	2023.66	782.407
b0628	25513.6	16791	5363	20833	9278.07
b0629	521.959	1720.35	2773.94	568.088	1463.24
b0630	4347	3284.15	2502.79	2761.47	3286.61
b0631	7549.15	3955.23	2364.75	3936.54	2581.44
b0632	20255.5	17625.7	7551.91	18283.7	9473.68
b0633	13104.8	8630.78	3244.75	13188.6	6431.35
b0634	4089.35	4237.55	1961.31	5156.4	3274.02
b0635	6480	7510.27	3952.2	7480.61	4254.55
b0636	3445.2	3933.24	1201.27	3357.85	1645.41
b0637	2652.3	1777.52	1003.25	2155.67	1385.16
b0638	1127.59	1787.2	778.116	1139.71	1347.39
b0639	1893.93	1708.04	727.994	1902.27	1715.08
b0640	3178.24	1730.91	1072.27	3261.2	1977.84
b0641	10544.1	8115.38	2608.78	10853.8	4195.78
b0642	28849.9	11251.8	3490.43	22681.1	9456.05
b0643	1317.52	303.436	394.399	1467.36	563.3
b0644	209.846	631.499	1144.58	308.795	820.184
b0645	10.6251	157.435	731.281	25.9293	361.821
b0646	155.392	478.462	2147.83	115.503	1409.51
b0647	30.5472	131.049	612.139	35.3582	147.751
b0648	46.4849	185.58	991.748	30.6437	454.166
b0649	294.847	437.124	3787.87	229.828	1388.52
b0650	276.253	990.346	2907.05	245.15	1752.86
b0651	853.994	1868.99	2548.8	1201	3059.11
b0652	1379.94	1946.39	2359	1232.82	2009.75
b0653	430.318	370.28	580.095	499.729	800.876
b0654	506.022	673.716	654.866	650.59	920.924
b0655	2612.45	2042.26	3654.76	3211.7	3306.76
b0656	0	0	0	0	0
b0657	4378.88	3149.58	2150.29	2993.66	2136.51
b0658	8404.47	3975.45	2172.48	7924.94	4083.29
b0659	2069.24	983.309	663.904	1601.72	747.149
b0660	10544.1	3993.92	2854.46	8588.5	5793.34
b0661	11993.1	4942.05	1663.87	10599.2	4951.33
b0662	1701.35	937.574	989.283	1133.82	632.978
b0664	0	0	0	0	0
b0665	0	0	0	0	0
b0666	0	0	0	0	0
b0668	0	0	0	0	0
b0670	0	0	0	0	0
b0672	5766.79	4795.17	1698.38	4523.49	2085.3
b0673	0	0	0	0	0
b0674	2447.76	1394.93	1448.59	2266.46	2701.49
b0675	7635.48	4895.44	906.295	6677.98	3426.81
b0676	7915.72	4942.05	1082.13	6925.48	3139.7
b0677	3230.04	1393.17	705.809	3176.34	1798.19
b0678	2320.26	704.5	465.062	2479.79	1051.88
b0679	2757.22	1191.76	1185.66	2939.44	1894.74
b0680	22024.6	10055.6	3635.04	19998.6	9115.21
b0681	61.0945	452.076	921.907	143.79	778.21
b0682	116.876	730.006	489.712	223.935	478.511
b0683	18809.1	18690.8	9531.3	19963.2	9327.6
b0684	20064.2	16930.9	11297.9	15788.6	9252.89
b0685	1077.12	1877.79	691.019	908.705	1448.13
b0686	1306.89	708.897	267.041	1100.82	778.21
b0687	8918.47	3907.73	1202.92	9064.65	3012.1
b0688	25023.5	7414.4	2151.12	14145.6	6372.59
b0689	298.832	335.099	286.761	295.83	277.872
b0691	37.1879	513.643	735.389	27.1079	740.433
b0692	262.972	218.122	423.978	185.041	533.917
b0693	247.034	558.499	1080.49	162.648	921.763
b0694	556.491	649.969	226.779	621.125	410.512
b0695	2070.57	1812.7	1025.44	2429.11	1702.49
b0696	425.005	334.22	158.581	449.049	320.686
b0697	184.612	182.062	271.149	155.576	199.799
b0698	42.5005	106.423	232.531	83.681	229.182
b0699	479.459	231.315	129.001	465.549	151.109
b0700	305.472	691.307	606.388	427.834	711.89
b0702	2.65628	52.7715	78.8797	5.89303	28.5428
b0703	75.704	461.751	471.635	165.005	654.804
b0704	75.704	190.857	1045.98	91.9312	208.194
b0705	14.6095	65.9644	760.861	8.25024	97.3812
b0706	21.2503	133.688	920.263	15.3219	80.5913
b0707	812.822	485.498	898.078	1624.12	711.89
b0708	1271.03	932.297	998.321	1395.47	1134.99
b0709	282.894	612.15	774.829	591.66	831.098
b0710	1654.86	334.22	325.379	1490.94	423.944
b0711	1476.89	288.484	244.856	1021.85	390.364
b0712	3636.45	1091.49	766.612	3100.91	1246.65
b0713	1766.43	795.091	547.228	1249.32	634.657
b0714	965.558	718.572	771.542	899.276	658.162
b0715	733.134	851.381	776.472	859.203	901.615
b0716	247.034	538.27	1090.35	304.08	408.833
b0717	71.7196	157.435	672.943	93.1098	331.6
b0718	155.392	827.633	2171.66	207.434	1786.44
b0719	22.5784	265.617	1074.74	27.1079	947.787
b0720	7719.15	2987.75	1854.49	28390.2	13535.1
b0721	1407.83	1036.96	248.964	6808.8	4399.78
b0722	715.868	378.196	117.498	3190.48	2227.17
b0723	7867.91	4259.54	1505.29	31822.3	17667.1
b0724	6114.76	2248.95	1132.25	16307.2	9420.79
b0726	17551.4	8249.95	5135.4	41063.8	26287.9
b0727	25837.7	4021.19	3052.48	24479.6	13376.5
b0728	14180.6	1898.9	2894.72	17279.5	13340.4
b0729	25388.7	3913.89	5639.08	28461	20037
b0730	1098.37	945.49	652.401	1193.93	878.949
b0731	39.8442	235.713	374.679	33.0009	267.798
b0732	938.996	1243.65	1810.13	951.134	2298.53
b0733	28371.7	10235.9	3869.21	13262.8	6454.02
b0734	20207.7	7209.47	2732.85	9215.51	6548.04
b0735	1553.92	624.463	368.105	702.449	732.038
b0736	2868.78	1645.59	646.649	2048.42	1182.85
b0737	6239.61	3212.91	1251.39	4413.88	2519.32
b0738	1725.25	976.273	547.228	1376.61	523.004
b0739	7262.27	4424.89	2291.62	6332.65	3190.07
b0740	30721.2	17238.7	7841.96	23886.8	10517.2
b0741	31937.8	23968.8	13942	24737.7	14179.9
b0742	20340.5	23150.9	13579.6	24218	12656.2
b0743	0	0	0	0	0
b0744	0	0	0	0	0
b0745	0	0	0	0	0
b0746	0	0	0	0	0
b0747	0	0	0	0	0
b0748	0	0	0	0	0
b0749	0	0	0	0	0
b0750	750.4	560.258	523.4	19503.6	8211.08
b0751	260.316	271.773	305.659	3623.03	1437.21
b0752	1378.61	996.502	467.527	2036.63	1483.38
b0753	657.43	221.64	316.341	1477.97	440.734
b0754	11240.1	6655.37	5141.15	13167.4	7311.98
b0755	37686	12836.7	4455.06	21753.5	8752.55
b0756	16276.4	5792.55	2763.25	15080.3	5043.67
b0757	2892.69	1413.4	944.092	3828.11	1507.73
b0758	1490.17	723.849	580.916	2201.63	1036.77
b0759	2718.7	1127.55	496.285	3664.28	1561.46
b0760	2074.56	1752.89	1405.04	1806.8	1829.25
b0761	2454.4	2496.09	781.402	1936.45	1039.29
b0762	5279.36	3762.61	1463.38	2267.64	980.528
b0763	787.587	594.559	531.616	658.84	733.717
b0764	351.957	336.858	290.869	424.298	459.203
b0765	354.614	585.764	636.789	419.583	917.566
b0766	3639.11	1825.02	787.975	3252.95	1371.73
b0767	9619.72	2891.88	2068.95	5735.09	2892.89
b0768	90.3136	526.836	821.664	195.648	507.893
b0769	11.9533	222.52	2326.13	22.3935	475.992
b0770	51.7975	541.788	1090.35	50.68	785.765
b0771	634.851	3986.89	4999.82	866.275	4379.63
b0772	6999.3	2736.2	1512.68	5933.1	3206.86
b0773	2105.1	1073.9	614.604	2506.89	878.949
b0774	3378.79	4468.87	1806.84	3620.67	2839.16
b0775	3211.44	1536.53	771.542	3492.21	1958.54
b0776	2187.45	1029.92	833.989	2444.43	1362.5
b0777	1677.44	1112.6	731.281	2220.49	1281.07
b0778	2166.2	1421.31	656.509	2462.11	1612.67
b0779	6647.34	5288.59	2685.2	6048.6	4649.11
b0780	2190.1	2108.22	1591.56	1490.94	2104.61
b0781	7626.18	3548.01	1787.94	3329.56	2798.03
b0782	9255.81	3928.84	1796.98	2387.85	1555.58
b0783	5073.5	1960.46	1080.49	1389.58	825.221
b0784	1188.69	521.559	322.914	304.08	365.179
b0785	7093.6	3248.97	1607.17	2110.88	1994.63
b0786	3595.28	2004.44	2018.01	3525.21	1200.47
b0787	146.095	449.437	939.983	149.683	545.67
b0788	185.94	803.007	1678.66	233.364	1151.78
b0789	500.709	410.738	1207.02	1145.6	753.025
b0790	434.302	314.87	781.402	614.053	477.671
b0791	877.901	1571.71	851.244	817.952	951.985
b0792	1700.02	1123.15	947.378	1073.71	1104.77
b0793	1676.11	737.922	781.402	1074.89	611.151
b0794	3111.83	1119.64	905.473	2059.02	1221.46
b0795	2777.14	847.862	711.561	1762.01	746.309
b0796	1556.58	671.078	289.226	1408.43	561.621
b0797	4951.31	3392.33	1057.48	3087.95	1669.75
b0798	120.861	225.158	248.964	142.611	201.478
b0799	1596.43	1301.7	1589.1	1341.25	1021.66
b0800	4014.97	1368.54	875.893	3089.12	1089.66
b0801	2951.13	1844.36	1276.87	5270.72	2574.72
b0802	1131.58	794.211	417.405	859.203	297.18
b0803	73.0477	49.2534	186.518	159.112	67.1594
b0804	421.021	343.894	577.63	353.582	322.365
b0805	266.956	396.666	1432.16	407.797	449.968
b0806	162.033	134.567	511.075	436.084	135.998
b0807	2038.7	1170.65	1234.96	2708.43	1586.64
b0808	686.649	1321.93	2460.88	874.525	1482.54
b0809	2608.47	1095.89	1116.64	4443.34	1537.95
b0810	1395.88	481.1	601.458	2259.39	813.468
b0811	10136.4	3115.28	4717.99	17331.4	5428.16
b0812	25311.7	7566.56	3395.94	45612	4622.25
b0813	537.897	335.979	481.495	301.723	169.578
b0814	146170	125326	55809	130071	80704.6
b0815	1095.72	2723.01	2451.84	1780.87	1836.81
b0816	223.128	537.39	396.864	398.369	858.801
b0817	827.432	529.474	267.862	1081.96	432.339
b0818	714.54	941.972	387.825	978.242	870.554
b0819	14454.2	9546.37	2564.41	9943.89	4360.33
b0820	9783.08	4694.91	2211.1	6827.66	3057.43
b0821	2041.35	2298.2	2084.56	2218.13	2383.32
b0822	3815.75	1704.52	1056.66	3393.2	1250
b0823	367.895	457.353	1658.12	466.728	510.412
b0824	82.3447	146.881	483.96	129.647	303.896
b0825	200.549	263.858	401.794	212.149	426.462
b0826	1248.45	558.499	451.093	1008.89	580.09
b0827	1711.97	587.523	327.844	1572.26	676.631
b0828	1916.51	635.897	488.89	4808.71	1424.62
b0829	3009.57	1548.84	944.092	5726.84	2662.03
b0830	2690.81	1232.22	820.02	3078.52	1561.46
b0831	652.117	294.641	273.614	768.451	632.978
b0832	517.975	373.798	244.034	492.657	841.172
b0833	2199.4	3844.41	3743.5	5410.98	4362.84
b0834	1298.92	4324.63	3796.09	4214.69	4492.97
b0835	4745.45	4584.09	4461.63	6347.97	5230.88
b0836	47.8131	90.5911	574.343	615.232	262.761
b0837	332.035	320.147	910.403	431.369	810.111
b0838	3718.79	1194.4	1136.36	3057.3	1282.74
b0839	4150.44	3123.19	2887.33	3954.22	3542.66
b0840	3920.67	2617.47	1521.72	3105.62	2246.48
b0841	1608.38	949.887	634.324	1160.93	956.182
b0842	658.758	889.2	545.585	1130.28	684.187
b0843	1031.97	1759.05	704.166	807.344	615.348
b0844	1704	1272.67	1450.24	967.635	1397.76
b0845	775.634	398.425	660.618	413.69	303.896
b0846	306.801	302.557	304.016	268.722	392.883
b0847	3222.07	3212.91	2598.1	3816.32	2114.68
b0848	286.878	554.981	350.029	275.794	339.995
b0849	693.289	453.835	458.488	176.791	227.503
b0850	541.881	257.701	268.684	900.454	262.761
b0851	2346.82	1561.16	1248.93	3191.66	1395.24
b0852	1721.27	897.995	837.275	1469.72	1013.27
b0853	3810.44	2242.79	1120.75	4204.08	2006.39
b0854	444.927	380.834	871.785	1092.57	872.233
b0855	195.237	337.738	775.651	520.943	302.217
b0856	65.0789	80.9163	241.569	101.36	208.194
b0857	92.9699	99.3864	290.047	109.61	102.418
b0858	511.334	634.138	410.832	491.478	424.783
b0859	1301.58	1392.29	923.55	1107.89	1149.27
b0860	1054.54	1634.16	2187.27	2093.2	1665.55
b0861	1507.44	694.825	914.512	2249.96	1423.78
b0862	1043.92	499.57	446.163	1228.11	911.689
b0863	6692.5	2810.08	2188.09	8751.14	4226.01
b0864	4874.28	2803.05	1233.32	9261.48	4441.76
b0865	3605.9	766.067	640.898	5710.34	1183.68
b0866	973.527	367.642	345.099	1190.39	325.723
b0867	1595.1	1475.84	1274.4	1810.34	1182.85
b0868	4125.21	3985.13	1359.03	4509.34	3629.97
b0869	2207.37	1175.05	1021.33	1938.81	838.653
b0870	6602.19	2445.08	1489.68	4052.04	1294.5
b0871	3518.24	401.064	1640.04	6973.81	931.837
b0872	38.5161	65.9644	168.441	42.4298	170.417
b0873	61.0945	156.556	662.261	134.361	486.906
b0874	876.573	881.284	824.95	1110.25	904.973
b0875	146.095	173.267	350.029	221.578	215.75
b0876	2576.59	2816.24	3672.84	2716.68	5524.7
b0877	7756.34	4883.12	2916.91	15855.8	10247.7
b0878	1666.82	1224.3	644.184	1349.5	727.001
b0879	1344.08	938.454	773.186	1086.67	999.836
b0880	2156.9	755.512	406.724	2673.08	1186.2
b0881	762.353	248.026	211.168	1102	533.078
b0882	24540.1	7940.36	5754.93	19259.6	11323.1
b0883	0	0	0	0	0
b0884	28582.9	25751.6	11048.9	33196.6	8623.27
b0885	1649.55	889.2	327.022	946.42	694.261
b0886	5976.63	3379.14	1099.39	4428.02	1903.97
b0887	2285.73	1480.24	488.89	1542.79	733.717
b0888	26888.2	10597.4	3298.98	25023	8017.16
b0889	5507.8	1817.1	1715.63	6152.32	2624.25
b0890	21440.2	13002	5496.93	16392	7174.31
b0891	5697.72	2838.23	1599.78	3864.65	2661.19
b0892	4276.61	2766.11	1278.51	2664.83	1820.86
b0893	42290.7	24279.3	5937.34	34022.8	13700.5
b0894	313.441	431.847	768.256	967.635	801.716
b0895	95.6261	228.677	220.206	129.647	192.244
b0896	322.738	267.376	302.372	456.12	287.107
b0897	3752	804.766	460.132	9778.89	1056.08
b0898	2500.89	2019.39	1059.12	1641.8	1281.07
b0899	172.658	1079.18	1539.8	193.291	1251.68
b0900	383.833	1657.91	1919.41	412.512	1418.74
b0901	54.4538	1670.22	828.237	64.8233	998.157
b0902	4584.74	2953.45	2026.22	4268.91	2375.76
b0903	54700.8	18355.7	7547.8	61940.4	23180.9
b0904	2836.91	2278.85	1221.81	9224.94	4267.14
b0905	5158.5	1912.97	1046.8	3892.93	2099.57
b0906	276.253	124.013	212.811	451.406	188.046
b0907	25651.7	6899.88	2319.56	13632.9	5209.89
b0908	15927.1	4492.62	1230.03	8099.37	3546.86
b0909	409.067	296.4	184.874	543.337	161.183
b0910	5681.79	3642.99	956.417	10784.2	3015.46
b0911	130233	51359.9	22051	150376	81547.5
b0912	6911.64	3074.82	1580.88	6181.78	1967.77
b0913	456.88	804.766	985.175	477.335	884.825
b0914	7759	4854.1	2061.55	5756.31	2645.24
b0915	2358.78	2335.14	1308.09	1576.97	1320.52
b0916	632.195	2427.49	1672.91	696.556	1106.45
b0917	852.666	372.919	225.958	1112.6	482.708
b0918	4349.66	2381.75	1868.46	3852.86	1614.34
b0919	451.568	906.791	1547.19	972.349	1113.17
b0920	644.148	361.485	642.541	404.262	546.51
b0921	3668.32	2354.49	1360.68	2999.55	1437.21
b0922	2499.56	1444.18	986.818	2156.85	903.294
b0923	3805.12	1598.98	1042.69	2945.33	1214.75
b0924	21898.4	9038	5825.6	14689	6608.49
b0925	4547.55	2250.71	1825.74	4194.66	2738.43
b0926	7198.52	6430.21	1483.92	8417.6	4357.81
b0927	3957.86	2135.49	1320.41	3395.56	2333.79
b0928	14454.2	8012.48	5364.64	14313	9559.3
b0929	55222.8	44189.1	38393.9	40322.4	23154.9
b0930	25139	13482.2	4937.38	22510.2	12869.4
b0931	11635.8	4548.03	1375.47	20352.2	9001.04
b0932	4134.5	1241.89	898.078	4449.23	1338.99
b0933	90.3136	177.664	278.544	111.967	649.767
b0934	7.96884	38.6991	195.556	60.1089	151.948
b0935	98.2824	95.8683	541.476	97.8242	236.737
b0936	25.2347	41.3377	396.042	90.7526	83.1098
b0937	43.8286	156.556	438.768	96.6456	352.587
b0938	217.815	401.943	1435.45	258.115	489.424
b0939	122.189	372.919	779.759	107.253	317.328
b0940	274.925	1068.62	1984.32	353.582	1077.07
b0941	241.722	259.46	447.807	274.615	575.892
b0942	78.3603	115.218	184.874	88.3954	258.564
b0943	81.0166	527.715	339.347	206.256	527.201
b0944	468.834	1090.61	718.134	524.479	925.121
b0945	4417.4	3681.69	3713.92	17908.9	5542.33
b0946	580.398	692.186	1244.82	977.064	1073.71
b0947	5575.53	4163.67	6042.51	3118.59	4610.49
b0948	3748.01	2780.18	2318.73	4842.89	2821.54
b0949	4718.88	3708.08	3783.76	5498.19	2447.12
b0950	956.261	1041.36	1452.7	1151.5	831.098
b0951	3145.04	3402	4804.27	3777.43	2752.7
b0952	1970.96	3080.1	4114.89	2063.74	1994.63
b0953	418.364	446.799	488.068	1558.12	442.413
b0954	26050.2	11484	12420.3	9046.97	6237.43
b0955	6845.24	3544.49	1511.86	4847.6	2473.99
b0956	1491.5	860.176	544.763	1133.82	565.818
b0957	245439	97578.1	45859.5	213861	122459
b0958	2556.67	2019.39	1213.6	2158.03	2145.74
b0959	596.335	1073.9	848.779	615.232	1009.91
b0960	3906.06	3219.06	1867.64	4720.31	2132.31
b0961	1035.95	907.67	620.356	1454.4	422.265
b0962	3645.75	2343.06	1994.18	4108.62	2642.72
b0963	12454	6000.12	1906.26	8381.06	2149.1
b0964	180.627	233.074	799.479	245.15	251.008
b0965	850.01	434.486	439.59	748.414	551.547
b0966	5004.43	2226.96	1839.7	4167.55	2015.62
b0967	4095.99	2193.54	1193.88	4589.49	1811.63
b0968	365.239	1399.32	514.361	544.516	860.48
b0969	1191.34	927.899	519.291	1005.35	529.72
b0970	40046.1	28469.4	13057.1	28422.1	9970.66
b0971	413.052	495.173	86.2747	333.545	108.295
b0972	6.6407	43.0967	143.791	68.3591	131.8
b0973	69.0633	163.592	520.935	183.862	146.911
b0974	46.4849	23.7472	128.18	87.2168	194.762
b0975	139.455	73.0006	106.816	113.146	129.282
b0976	18.594	31.6629	55.8731	31.8223	55.4065
b0977	83.6729	71.2416	237.461	134.361	189.725
b0978	265.628	230.436	353.315	773.165	337.476
b0979	269.613	254.183	317.162	669.448	340.834
b0980	670.711	351.81	345.92	1089.03	316.489
b0981	834.072	2527.76	9474.6	982.957	3870.9
b0982	95.6261	331.581	1540.62	174.434	680.829
b0983	255.003	2391.43	6621.79	456.12	2763.61
b0984	389.145	1795.11	4470.67	588.124	1990.44
b0985	111.564	1233.09	3302.27	192.113	1361.66
b0986	47.8131	1293.78	3662.98	129.647	1715.92
b0987	171.33	4372.12	7290.62	272.258	2968.45
b0988	436.958	621.871	316.689	548.051	784.4
b0989	41.1724	853.14	195.556	99.0028	419.746
b0990	308.129	2042.26	1267.83	226.292	1213.91
b0991	1022.67	474.064	294.977	1018.31	422.265
b0992	195.237	1110.84	1216.06	251.043	1532.91
b0993	798.213	1246.29	2299.84	1109.07	1255.88
b0994	280.238	522.438	902.187	411.333	663.199
b0995	480.787	431.847	906.295	499.729	373.574
b0996	58.4382	81.7959	891.505	113.146	164.541
b0997	192.58	328.063	1911.19	216.863	915.047
b0998	102.267	388.75	793.727	280.508	998.157
b0999	312.113	209.327	310.589	585.767	319.007
b1000	4354.97	3172.45	1318.77	10489.6	3648.44
b1001	37.1879	108.182	1511.86	43.6084	172.936
b1002	694.618	467.908	1184.02	1213.96	1038.45
b1003	689.305	213.725	295.799	1704.26	436.536
b1004	4097.31	1121.39	623.643	13166.2	1970.29
b1006	195.237	315.75	534.081	181.505	454.166
b1007	66.407	68.603	184.874	36.5368	258.564
b1008	46.4849	105.543	171.728	83.681	231.7
b1009	61.0945	121.375	185.696	70.7163	130.121
b1010	38.5161	61.5668	96.9563	34.1795	14.2714
b1011	30.5472	58.9282	131.466	30.6437	196.441
b1012	15.9377	82.6754	230.887	40.0726	228.342
b1013	766.337	494.293	379.609	873.346	902.455
b1014	9444.41	2643.85	1824.92	14883.4	6239.95
b1015	488.756	301.677	183.231	606.982	608.632
b1018	772.978	616.547	1047.62	879.239	407.154
b1019	255.003	356.208	1589.92	614.053	585.126
b1020	475.474	664.921	2120.71	1856.3	2603.27
b1021	192.58	1595.46	2369.68	334.724	1427.98
b1022	187.268	1131.95	3568.49	181.505	1729.36
b1023	460.865	1893.62	6215.89	208.613	2099.57
b1024	921.73	8430.25	10680.8	569.266	8769.34
b1025	321.41	1693.97	1760	375.975	1923.28
b1026	0	0	0	0	0
b1027	0	0	0	0	0
b1028	5.31256	68.603	323.735	4.71442	32.7402
b1029	11.9533	146.881	1325.34	35.3582	214.071
b1032	0	0	0	0	0
b1033	1935.1	656.126	877.537	2977.16	1290.3
b1034	4547.55	2561.18	1157.72	5274.26	1416.22
b1035	2510.19	1119.64	1135.54	2059.02	900.776
b1036	1573.85	943.731	721.421	1271.71	773.173
b1037	592.351	1858.44	2249.72	1092.57	1909.85
b1038	131.486	211.086	678.694	464.37	765.617
b1039	99.6106	113.459	509.431	161.469	183.849
b1040	456.88	545.306	1535.69	1017.14	890.702
b1041	10.6251	52.7715	234.174	11.7861	162.862
b1042	251.019	218.122	548.871	256.936	338.316
b1043	29.2191	29.0243	114.211	11.7861	16.7899
b1044	73.0477	134.567	196.378	110.789	151.109
b1045	460.865	312.232	188.983	766.093	234.218
b1046	674.695	733.524	505.323	894.561	1129.96
b1047	1223.22	2671.12	1134.72	1766.73	1401.11
b1048	11553.5	7201.55	2273.54	18658.5	6187.9
b1049	9787.07	4599.04	2891.43	10915.1	4129.46
b1050	1564.55	483.739	214.454	2716.68	407.993
b1051	2144.95	642.933	412.475	5203.54	1000.68
b1053	337.348	1042.24	729.637	630.554	1247.49
b1054	2575.26	1442.42	541.476	3177.52	1109.81
b1055	6410.94	5387.97	2029.51	6787.59	3060.79
b1056	1527.36	3176.85	3316.23	1949.41	2739.26
b1057	326.723	843.465	1377.11	401.904	719.445
b1058	5.31256	24.6267	359.889	1.17861	183.009
